citation,title,doi,year,veg_system_id,region,growth_forms,disturbance_type,response_category,scale,scale_detail,var_Condition,var_Diversity,var_Growth,var_Phenology,var_Physiology,ci_U,ci_D,ci_SE,ci_SD,ci_SQ,ci_SR,ci_overall
"Mahdizadeh, M., & Russell, W. (2021). Initial Floristic Response to High Severity Wildfire in an Old-Growth Coast Redwood (Sequoia sempervirens (D. Don) Endl.) Forest. Forests, 12(8), Article 8. https://doi.org/10.3390/f12081135",Initial Floristic Response to High Severity Wildfire in an Old-Growth Coast Redwood (Sequoia sempervirens (D. Don) Endl.) Forest,10.3390/f12081135,2021,Old-Growth Coast Redwood forest,"California, USA","Trees, Shrubs, Herbs/forbs",Fire,Growth,Species,Myrica californica,,,I,,,3,3,3,1,2,0,6
"Mahdizadeh, M., & Russell, W. (2021). Initial Floristic Response to High Severity Wildfire in an Old-Growth Coast Redwood (Sequoia sempervirens (D. Don) Endl.) Forest. Forests, 12(8), Article 8. https://doi.org/10.3390/f12081135",Initial Floristic Response to High Severity Wildfire in an Old-Growth Coast Redwood (Sequoia sempervirens (D. Don) Endl.) Forest,10.3390/f12081135,2021,Old-Growth Coast Redwood forest,"California, USA","Trees, Shrubs, Herbs/forbs",Fire,Growth,Species,Arbutus menziesii,,,I,,,3,3,3,1,2,0,6
"Maturano-Ruiz, A., Ruiz-Yanetti, S., Manrique-Alba, À., Moutahir, H., Chirino, E., Vilagrosa, A., & Bellot, J. F. (2023). The main factors that drive plant dieback under extreme drought differ among Mediterranean shrubland plant biotypes. Journal of Vegetation Science, 34(2), e13187. https://doi.org/10.1111/jvs.13187",The main factors that drive plant dieback under extreme drought differ among Mediterranean shrubland plant biotypes,10.1111/jvs.13187,2023,Mediterranean shrubland,Mediterranean Basin,"Shrubs, Graminoids",Drought,Growth,GrowthForm,Shrubs,,,D,,,6,6,3,2,6,1,12
"Maturano-Ruiz, A., Ruiz-Yanetti, S., Manrique-Alba, À., Moutahir, H., Chirino, E., Vilagrosa, A., & Bellot, J. F. (2023). The main factors that drive plant dieback under extreme drought differ among Mediterranean shrubland plant biotypes. Journal of Vegetation Science, 34(2), e13187. https://doi.org/10.1111/jvs.13187",The main factors that drive plant dieback under extreme drought differ among Mediterranean shrubland plant biotypes,10.1111/jvs.13187,2023,Mediterranean shrubland,Mediterranean Basin,"Shrubs, Graminoids",Drought,Growth,GrowthForm,Subshrubs,,,D,,,6,6,3,2,6,1,12
"Maturano-Ruiz, A., Ruiz-Yanetti, S., Manrique-Alba, À., Moutahir, H., Chirino, E., Vilagrosa, A., & Bellot, J. F. (2023). The main factors that drive plant dieback under extreme drought differ among Mediterranean shrubland plant biotypes. Journal of Vegetation Science, 34(2), e13187. https://doi.org/10.1111/jvs.13187",The main factors that drive plant dieback under extreme drought differ among Mediterranean shrubland plant biotypes,10.1111/jvs.13187,2023,Mediterranean shrubland,Mediterranean Basin,"Shrubs, Graminoids",Drought,Growth,GrowthForm,Grass,,,D,,,6,6,3,2,6,1,12
"Maturano-Ruiz, A., Ruiz-Yanetti, S., Manrique-Alba, À., Moutahir, H., Chirino, E., Vilagrosa, A., & Bellot, J. F. (2023). The main factors that drive plant dieback under extreme drought differ among Mediterranean shrubland plant biotypes. Journal of Vegetation Science, 34(2), e13187. https://doi.org/10.1111/jvs.13187",The main factors that drive plant dieback under extreme drought differ among Mediterranean shrubland plant biotypes,10.1111/jvs.13187,2023,Mediterranean shrubland,Mediterranean Basin,"Shrubs, Graminoids",Drought,Growth,Ecosystem,VegType: shrubland,,,D,,,6,6,3,2,6,1,12
"Matusick, G., Ruthrof, K. X., Brouwers, N. C., & Hardy, G. S. (2014). Topography influences the distribution of autumn frost damage on trees in a Mediterranean-type Eucalyptus forest. Trees, 28(5), 1449–1462. https://doi.org/10.1007/s00468-014-1048-4",Topography influences the distribution of autumn frost damage on trees in a Mediterranean-type Eucalyptus forest,10.1007/s00468-014-1048-4,2014,"Northern Jarrah Forest (NJF), broadleaved evergreen Mediterranean-type forest",South and/or Southwestern Australia,Trees,Frost,Condition,GrowthForm,Trees,"D, NL",,,,,4,4,4,1,3,0,8
"Matusick, G., Ruthrof, K. X., Brouwers, N. C., & Hardy, G. S. (2014). Topography influences the distribution of autumn frost damage on trees in a Mediterranean-type Eucalyptus forest. Trees, 28(5), 1449–1462. https://doi.org/10.1007/s00468-014-1048-4",Topography influences the distribution of autumn frost damage on trees in a Mediterranean-type Eucalyptus forest,10.1007/s00468-014-1048-4,2014,"Northern Jarrah Forest (NJF), broadleaved evergreen Mediterranean-type forest",South and/or Southwestern Australia,Trees,Frost,Condition,Ecosystem,VegType: forest,"D, NL",,,,,4,4,4,1,3,0,8
"Matusick, G., Ruthrof, K. X., Brouwers, N. C., & Hardy, G. S. (2014). Topography influences the distribution of autumn frost damage on trees in a Mediterranean-type Eucalyptus forest. Trees, 28(5), 1449–1462. https://doi.org/10.1007/s00468-014-1048-4",Topography influences the distribution of autumn frost damage on trees in a Mediterranean-type Eucalyptus forest,10.1007/s00468-014-1048-4,2014,"Northern Jarrah Forest (NJF), broadleaved evergreen Mediterranean-type forest",South and/or Southwestern Australia,Trees,Frost,Condition,Species,Eucalyptus marginata,D,,,,,4,4,4,1,3,0,8
"Matusick, G., Ruthrof, K. X., Brouwers, N. C., & Hardy, G. S. (2014). Topography influences the distribution of autumn frost damage on trees in a Mediterranean-type Eucalyptus forest. Trees, 28(5), 1449–1462. https://doi.org/10.1007/s00468-014-1048-4",Topography influences the distribution of autumn frost damage on trees in a Mediterranean-type Eucalyptus forest,10.1007/s00468-014-1048-4,2014,"Northern Jarrah Forest (NJF), broadleaved evergreen Mediterranean-type forest",South and/or Southwestern Australia,Trees,Frost,Condition,Species,Corymbia calophylla,D,,,,,4,4,4,1,3,0,8
"Matusick, G., Ruthrof, K. X., Brouwers, N. C., & Hardy, G. S. (2014). Topography influences the distribution of autumn frost damage on trees in a Mediterranean-type Eucalyptus forest. Trees, 28(5), 1449–1462. https://doi.org/10.1007/s00468-014-1048-4",Topography influences the distribution of autumn frost damage on trees in a Mediterranean-type Eucalyptus forest,10.1007/s00468-014-1048-4,2014,"Northern Jarrah Forest (NJF), broadleaved evergreen Mediterranean-type forest",South and/or Southwestern Australia,Trees,Frost,Condition,Species,Eucalyptus wandoo,D,,,,,4,4,4,1,3,0,8
"Matusick, G., Ruthrof, K. X., Brouwers, N. C., & Hardy, G. S. (2014). Topography influences the distribution of autumn frost damage on trees in a Mediterranean-type Eucalyptus forest. Trees, 28(5), 1449–1462. https://doi.org/10.1007/s00468-014-1048-4",Topography influences the distribution of autumn frost damage on trees in a Mediterranean-type Eucalyptus forest,10.1007/s00468-014-1048-4,2014,"Northern Jarrah Forest (NJF), broadleaved evergreen Mediterranean-type forest",South and/or Southwestern Australia,Trees,Frost,Condition,Species,Eucalyptus patens,D,,,,,4,4,4,1,3,0,8
"Matusick, G., Ruthrof, K. X., Brouwers, N. C., Dell, B., & Hardy, G. St. J. (2013). Sudden forest canopy collapse corresponding with extreme drought and heat in a mediterranean-type eucalypt forest in southwestern Australia. European Journal of Forest Research, 132(3), 497–510. https://doi.org/10.1007/s10342-013-0690-5",Sudden forest canopy collapse corresponding with extreme drought and heat in a mediterranean-type eucalypt forest in southwestern Australia,10.1007/s10342-013-0690-5,2013,Northern Jarrah Forest (NJF),South and/or Southwestern Australia,Trees,Drought,"Condition, Growth",GrowthForm,Trees,D,,D,,,7,6,4,2,6,1,13
"Matusick, G., Ruthrof, K. X., Brouwers, N. C., Dell, B., & Hardy, G. St. J. (2013). Sudden forest canopy collapse corresponding with extreme drought and heat in a mediterranean-type eucalypt forest in southwestern Australia. European Journal of Forest Research, 132(3), 497–510. https://doi.org/10.1007/s10342-013-0690-5",Sudden forest canopy collapse corresponding with extreme drought and heat in a mediterranean-type eucalypt forest in southwestern Australia,10.1007/s10342-013-0690-5,2013,Northern Jarrah Forest (NJF),South and/or Southwestern Australia,Trees,Drought,"Condition, Growth",Ecosystem,VegType: forest,D,,D,,,7,6,4,2,6,1,13
"Matusick, G., Ruthrof, K. X., Brouwers, N. C., Dell, B., & Hardy, G. St. J. (2013). Sudden forest canopy collapse corresponding with extreme drought and heat in a mediterranean-type eucalypt forest in southwestern Australia. European Journal of Forest Research, 132(3), 497–510. https://doi.org/10.1007/s10342-013-0690-5",Sudden forest canopy collapse corresponding with extreme drought and heat in a mediterranean-type eucalypt forest in southwestern Australia,10.1007/s10342-013-0690-5,2013,Northern Jarrah Forest (NJF),South and/or Southwestern Australia,Trees,Drought,"Condition, Growth",Species,Eucalyptus marginata,D,,D,,,7,6,4,2,6,1,13
"Matusick, G., Ruthrof, K. X., Brouwers, N. C., Dell, B., & Hardy, G. St. J. (2013). Sudden forest canopy collapse corresponding with extreme drought and heat in a mediterranean-type eucalypt forest in southwestern Australia. European Journal of Forest Research, 132(3), 497–510. https://doi.org/10.1007/s10342-013-0690-5",Sudden forest canopy collapse corresponding with extreme drought and heat in a mediterranean-type eucalypt forest in southwestern Australia,10.1007/s10342-013-0690-5,2013,Northern Jarrah Forest (NJF),South and/or Southwestern Australia,Trees,Drought,"Condition, Growth",Species,Corymbia calophylla,D,,D,,,7,6,4,2,6,1,13
"Matusick, G., Ruthrof, K. X., Fontaine, J. B., & Hardy, G. E. St. J. (2016). Eucalyptus forest shows low structural resistance and resilience to climate change-type drought. Journal of Vegetation Science, 27(3), 493–503. https://doi.org/10.1111/jvs.12378",Eucalyptus forest shows low structural resistance and resilience to climate change-type drought,10.1111/jvs.12378,2016,Northern Jarrah Forest (NJF),South and/or Southwestern Australia,Trees,Drought,"Condition, Growth",GrowthForm,Trees,D,,"D, I",,,4,6,4,2,4,0,10
"Matusick, G., Ruthrof, K. X., Fontaine, J. B., & Hardy, G. E. St. J. (2016). Eucalyptus forest shows low structural resistance and resilience to climate change-type drought. Journal of Vegetation Science, 27(3), 493–503. https://doi.org/10.1111/jvs.12378",Eucalyptus forest shows low structural resistance and resilience to climate change-type drought,10.1111/jvs.12378,2016,Northern Jarrah Forest (NJF),South and/or Southwestern Australia,Trees,Drought,"Condition, Growth",Ecosystem,VegType: forest,D,,"D, NL",,,4,6,4,2,4,0,10
"Matusick, G., Ruthrof, K. X., Pitman, J., & Hardy, G. E. S. J. (2016). Feeling the cold in a warming climate: Differential effects of low temperatures on co-occurring eucalypts. Australian Journal of Botany, 64(5), 456–466. https://doi.org/10.1071/BT16064",Feeling the cold in a warming climate: Differential effects of low temperatures on co-occurring eucalypts,10.1071/BT16064,2016,"Northern Jarrah Forest (NJF), a broadleaved evergreen Mediterranean-type forest",South and/or Southwestern Australia,Trees,Frost,Condition,GrowthForm,Trees,D,,,,,8,6,5,2,6,1,14
"Matusick, G., Ruthrof, K. X., Pitman, J., & Hardy, G. E. S. J. (2016). Feeling the cold in a warming climate: Differential effects of low temperatures on co-occurring eucalypts. Australian Journal of Botany, 64(5), 456–466. https://doi.org/10.1071/BT16064",Feeling the cold in a warming climate: Differential effects of low temperatures on co-occurring eucalypts,10.1071/BT16064,2016,"Northern Jarrah Forest (NJF), a broadleaved evergreen Mediterranean-type forest",South and/or Southwestern Australia,Trees,Frost,Condition,Ecosystem,VegType: forest,D,,,,,8,6,5,2,6,1,14
"Matusick, G., Ruthrof, K. X., Pitman, J., & Hardy, G. E. S. J. (2016). Feeling the cold in a warming climate: Differential effects of low temperatures on co-occurring eucalypts. Australian Journal of Botany, 64(5), 456–466. https://doi.org/10.1071/BT16064",Feeling the cold in a warming climate: Differential effects of low temperatures on co-occurring eucalypts,10.1071/BT16064,2016,"Northern Jarrah Forest (NJF), a broadleaved evergreen Mediterranean-type forest",South and/or Southwestern Australia,Trees,Frost,Condition,Species,Eucalyptus marginata,D,,,,,8,6,5,2,6,1,14
"Matusick, G., Ruthrof, K. X., Pitman, J., & Hardy, G. E. S. J. (2016). Feeling the cold in a warming climate: Differential effects of low temperatures on co-occurring eucalypts. Australian Journal of Botany, 64(5), 456–466. https://doi.org/10.1071/BT16064",Feeling the cold in a warming climate: Differential effects of low temperatures on co-occurring eucalypts,10.1071/BT16064,2016,"Northern Jarrah Forest (NJF), a broadleaved evergreen Mediterranean-type forest",South and/or Southwestern Australia,Trees,Frost,Condition,Species,Corymbia calophylla,D,,,,,8,6,5,2,6,1,14
"McIntyre, P. J., Thorne, J. H., Dolanc, C. R., Flint, A. L., Flint, L. E., Kelly, M., & Ackerly, D. D. (2015). Twentieth-century shifts in forest structure in California: Denser forests, smaller trees, and increased dominance of oaks. Proceedings of the National Academy of Sciences, 112(5), 1458–1463. https://doi.org/10.1073/pnas.1410186112","Twentieth-century shifts in forest structure in California: Denser forests, smaller trees, and increased dominance of oaks",10.1073/pnas.1410186112,2015,Mixed coniferous forest,"California, USA",Trees,Drought,Growth,GrowthForm,Trees,,,"D, NL",,,10,10,6,6,7,1,20
"McIntyre, P. J., Thorne, J. H., Dolanc, C. R., Flint, A. L., Flint, L. E., Kelly, M., & Ackerly, D. D. (2015). Twentieth-century shifts in forest structure in California: Denser forests, smaller trees, and increased dominance of oaks. Proceedings of the National Academy of Sciences, 112(5), 1458–1463. https://doi.org/10.1073/pnas.1410186112","Twentieth-century shifts in forest structure in California: Denser forests, smaller trees, and increased dominance of oaks",10.1073/pnas.1410186112,2015,Mixed coniferous forest,"California, USA",Trees,Drought,Growth,Ecosystem,VegType: forest,,,NL,,,10,10,6,6,7,1,20
"McIntyre, P. J., Thorne, J. H., Dolanc, C. R., Flint, A. L., Flint, L. E., Kelly, M., & Ackerly, D. D. (2015). Twentieth-century shifts in forest structure in California: Denser forests, smaller trees, and increased dominance of oaks. Proceedings of the National Academy of Sciences, 112(5), 1458–1463. https://doi.org/10.1073/pnas.1410186112","Twentieth-century shifts in forest structure in California: Denser forests, smaller trees, and increased dominance of oaks",10.1073/pnas.1410186112,2015,Mixed coniferous forest,"California, USA",Trees,Drought,Growth,Species,Pinus spp. ,,,D,,,10,10,6,6,7,1,20
"McIntyre, P. J., Thorne, J. H., Dolanc, C. R., Flint, A. L., Flint, L. E., Kelly, M., & Ackerly, D. D. (2015). Twentieth-century shifts in forest structure in California: Denser forests, smaller trees, and increased dominance of oaks. Proceedings of the National Academy of Sciences, 112(5), 1458–1463. https://doi.org/10.1073/pnas.1410186112","Twentieth-century shifts in forest structure in California: Denser forests, smaller trees, and increased dominance of oaks",10.1073/pnas.1410186112,2015,Mixed coniferous forest,"California, USA",Trees,Drought,Growth,Species,Quercus spp.,,,I,,,10,10,6,6,7,1,20
"Miranda, A., Lara, A., Altamirano, A., Di Bella, C., González, M. E., & Julio Camarero, J. (2020). Forest browning trends in response to drought in a highly threatened mediterranean landscape of South America. Ecological Indicators, 115, 106401. https://doi.org/10.1016/j.ecolind.2020.106401",Forest browning trends in response to drought in a highly threatened mediterranean landscape of South America,10.1016/j.ecolind.2020.106401,2020,Coastal and Andean Mediterranean sclerophyllous forest,Central Chile,Trees,Drought,"Condition, Growth",GrowthForm,Trees,D,,D,,,8,9,5,5,6,1,17
"Miranda, A., Lara, A., Altamirano, A., Di Bella, C., González, M. E., & Julio Camarero, J. (2020). Forest browning trends in response to drought in a highly threatened mediterranean landscape of South America. Ecological Indicators, 115, 106401. https://doi.org/10.1016/j.ecolind.2020.106401",Forest browning trends in response to drought in a highly threatened mediterranean landscape of South America,10.1016/j.ecolind.2020.106401,2020,Coastal and Andean Mediterranean sclerophyllous forest,Central Chile,Trees,Drought,"Condition, Growth",Ecosystem,VegType: coastal Mediterranean sclerophyllous forest,NL,,NL,,,8,9,5,5,6,1,17
